miss_distance,time_to_intercept,energy,method
5.0609343116413505,,0.9251938399426667,Proportional Navigation
4.737423785250011,,0.853945325667681,Proportional Navigation
4.896837220940529,,1.1823778618012621,Proportional Navigation
5.039808177886645,,0.9266201449190355,Proportional Navigation
5.092911973802529,,1.286126821763602,Proportional Navigation
4.689328322915219,,0.9726315541297622,Proportional Navigation
4.416113500103414,,0.9081893530015247,Proportional Navigation
5.089370612128994,,0.9952384589397373,Proportional Navigation
4.7854457510996715,,0.7737190450441771,Proportional Navigation
5.233391592184458,,0.7858922269177457,Proportional Navigation
4.962069815348251,,0.4005664969019022,Proportional Navigation
4.805059861216085,,0.9143316650012757,Proportional Navigation
5.08493750116586,,1.4867547060149469,Proportional Navigation
5.202868704775885,,1.113869300248824,Proportional Navigation
5.039800216234818,,0.5943152936962267,Proportional Navigation
4.251306176345052,,0.852371290163449,Proportional Navigation
4.822688332298611,,0.6412045952036491,Proportional Navigation
